starttime	seconds	ctime	dtime	ttime	wait
Tue Apr 28 21:25:08 2020	1588101908	22	16	38	14
Tue Apr 28 21:25:08 2020	1588101908	22	16	38	14
Tue Apr 28 21:25:08 2020	1588101908	22	16	38	14
Tue Apr 28 21:25:08 2020	1588101908	23	16	38	14
Tue Apr 28 21:25:08 2020	1588101908	23	16	38	14
Tue Apr 28 21:25:08 2020	1588101908	23	16	38	14
Tue Apr 28 21:25:08 2020	1588101908	23	16	38	14
Tue Apr 28 21:25:08 2020	1588101908	23	16	38	14
Tue Apr 28 21:25:08 2020	1588101908	23	16	38	14
Tue Apr 28 21:25:08 2020	1588101908	23	16	39	14
Tue Apr 28 21:25:08 2020	1588101908	23	16	39	14
Tue Apr 28 21:25:08 2020	1588101908	23	16	39	14
Tue Apr 28 21:25:08 2020	1588101908	23	16	39	14
Tue Apr 28 21:25:08 2020	1588101908	23	16	39	15
Tue Apr 28 21:25:08 2020	1588101908	23	16	39	15
Tue Apr 28 21:25:08 2020	1588101908	23	16	39	15
Tue Apr 28 21:25:08 2020	1588101908	23	16	39	15
Tue Apr 28 21:25:08 2020	1588101908	23	16	39	15
Tue Apr 28 21:25:08 2020	1588101908	23	16	39	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	39	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	39	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	39	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	40	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	40	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	40	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	40	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	40	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	40	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	40	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	40	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	40	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	40	15
Tue Apr 28 21:25:08 2020	1588101908	24	16	40	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	40	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	25	16	41	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	42	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	42	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	42	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	42	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	42	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	42	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	42	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	42	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	42	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	42	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	42	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	42	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	43	15
Tue Apr 28 21:25:08 2020	1588101908	26	16	43	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	43	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	43	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	43	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	43	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	43	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	43	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	43	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	43	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	43	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	43	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	44	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	44	15
Tue Apr 28 21:25:08 2020	1588101908	27	16	44	15
Tue Apr 28 21:25:08 2020	1588101908	28	16	44	15
Tue Apr 28 21:25:08 2020	1588101908	28	16	44	15
Tue Apr 28 21:25:08 2020	1588101908	28	16	44	15
