starttime	seconds	ctime	dtime	ttime	wait
Tue Apr 28 21:24:18 2020	1588101858	0	0	0	0
Tue Apr 28 21:24:18 2020	1588101858	0	0	0	0
Tue Apr 28 21:24:18 2020	1588101858	0	0	0	0
Tue Apr 28 21:24:18 2020	1588101858	0	0	0	0
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	0
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	0
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	0
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	0
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	0
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	0
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	1	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	2
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	2	1
Tue Apr 28 21:24:18 2020	1588101858	1	1	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	1	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	1	1	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	1	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	1	1	2	1
Tue Apr 28 21:24:18 2020	1588101858	1	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	1	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	1	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	2
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	2
Tue Apr 28 21:24:18 2020	1588101858	1	2	2	1
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	2
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	2
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	2
Tue Apr 28 21:24:18 2020	1588101858	0	2	2	2
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	0	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	0	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	0	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	1
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	1
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	1
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	0	3	3	2
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	0	3	3	2
Tue Apr 28 21:24:18 2020	1588101858	1	3	3	3
Tue Apr 28 21:24:18 2020	1588101858	1	3	3	2
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	0	3	3	3
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	0	3	3	3
Tue Apr 28 21:24:18 2020	1588101858	1	3	3	3
Tue Apr 28 21:24:18 2020	1588101858	1	2	3	2
Tue Apr 28 21:24:18 2020	1588101858	0	3	3	1
Tue Apr 28 21:24:18 2020	1588101858	0	3	3	1
Tue Apr 28 21:24:18 2020	1588101858	0	3	3	1
Tue Apr 28 21:24:18 2020	1588101858	0	3	3	1
Tue Apr 28 21:24:18 2020	1588101858	0	3	4	1
Tue Apr 28 21:24:18 2020	1588101858	0	3	4	1
Tue Apr 28 21:24:17 2020	1588101857	0	3	4	1
Tue Apr 28 21:24:18 2020	1588101858	0	3	4	1
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	2
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	3
Tue Apr 28 21:24:18 2020	1588101858	3	0	4	0
Tue Apr 28 21:24:18 2020	1588101858	0	3	4	1
Tue Apr 28 21:24:18 2020	1588101858	3	0	4	0
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	3
Tue Apr 28 21:24:18 2020	1588101858	0	3	4	3
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	3
Tue Apr 28 21:24:18 2020	1588101858	3	1	4	1
Tue Apr 28 21:24:18 2020	1588101858	0	4	4	4
Tue Apr 28 21:24:18 2020	1588101858	3	1	4	0
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	2
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	2
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	3
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	2
Tue Apr 28 21:24:18 2020	1588101858	3	1	4	0
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	3
Tue Apr 28 21:24:17 2020	1588101857	0	4	4	1
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	3
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	3
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	3
Tue Apr 28 21:24:18 2020	1588101858	0	4	4	3
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	2
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	3
Tue Apr 28 21:24:18 2020	1588101858	2	3	4	1
Tue Apr 28 21:24:18 2020	1588101858	2	2	4	2
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	2
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	2
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	3
Tue Apr 28 21:24:18 2020	1588101858	1	3	4	3
Tue Apr 28 21:24:18 2020	1588101858	3	1	4	1
Tue Apr 28 21:24:18 2020	1588101858	3	1	4	1
Tue Apr 28 21:24:18 2020	1588101858	1	4	4	2
Tue Apr 28 21:24:18 2020	1588101858	2	3	4	2
Tue Apr 28 21:24:18 2020	1588101858	3	1	4	1
